com.apple.iWork.Keynote,_NSWindowRestorationCanRecreateEmptyUntitledDocumentsDefaultValueFunction,-[NSDocumentController _persistenceCanRecreateEmptyUntitledDocumentOfType:]
com.apple.iWork.Keynote,_NSImageRequireDefaultEndianPremultipliedLastForTIFFDataFromSnapshotRepsDefaultValueFunction,+[NSImage _requireDefaultEndianPremultipliedLastForTIFFDataFromSnapshotReps]
com.apple.iWork.Keynote,-[NSSavePanel _overwriteExistingFileCheck:],
com.apple.iWork.Keynote,_NSUseImprovedLayoutPassDefaultValueFunction,_NSUseImprovedLayoutPass
com.apple.iWork.Keynote,_NSAppIsOldKeynoteOrPagesDefaultValueFunction,-[NSView _recursiveDisplayAllDirtyWithLockFocus:visRect:]
com.apple.iWork.Keynote,-[NSDocumentRevisionsController _installEventTap],
com.apple.iWork.Keynote,-[NSDocument _writeSafelyToURL:ofType:forSaveOperation:forceTemporaryDirectory:error:],
com.apple.iWork.Numbers,-[NSApplication _shouldDelayDocumentReopeningUntilAfterFinishLaunching],
com.apple.iWork.Numbers,-[NSButtonCell _updateTitleTextFieldValue],
com.apple.iWork.Numbers,+[NSDocument _stillObservesWillCloseUndoGroup],
com.apple.iWork.Numbers,-[NSWindow _effectiveOrderFrontAnimationTypeIfModal:],
com.apple.iWork.Numbers,__NSScrollViewRubberbandingForScrollView,-[NSScrollingBehavior scrollView:responderToForwardScrollEvents:]
com.apple.iWork.Numbers,_NSImageRoundDestRectInCompositeMethodsDefaultValueFunction,-[NSImage _composite:delta:fromRect:toPoint:]
com.apple.iWork.Numbers,___84-[NSDocument _replacementTypeForSaveAsInsteadOfMoveToURL:modifiedURL:hideExtension:]_block_invoke,
com.apple.iWork.Numbers,___84-[NSDocument _replacementTypeForSaveAsInsteadOfMoveToURL:modifiedURL:hideExtension:]_block_invoke,
com.apple.iWork.Numbers,-[NSDocumentController allowsAutomaticShareMenu],
com.apple.iWork.Numbers,-[NSDocumentController _persistenceMustOpenDocumentsThroughApplicationDelegate],
com.apple.iWork.Numbers,_NSWindowRestorationCanRecreateEmptyUntitledDocumentsDefaultValueFunction,-[NSDocumentController _persistenceCanRecreateEmptyUntitledDocumentOfType:]
com.apple.iWork.Numbers,_NSImageRequireDefaultEndianPremultipliedLastForTIFFDataFromSnapshotRepsDefaultValueFunction,+[NSImage _requireDefaultEndianPremultipliedLastForTIFFDataFromSnapshotReps]
com.apple.iWork.Numbers,_NSWindowHideContentViewWhenShowingTabPickerDefaultValueFunction,-[NSThemeFrame setTemporaryContentView:]
com.apple.iWork.Numbers,_NSTableViewCallHighlightSelectionForBackgroundAnimationsDefaultValueFunction,-[NSTableView _needsHighlightSelectionForBackgroundAnimations]
com.apple.iWork.Numbers,-[NSDocumentRevisionsController _installEventTap],
com.apple.iWork.Numbers,-[NSDocument _writeSafelyToURL:ofType:forSaveOperation:forceTemporaryDirectory:error:],
com.apple.iWork.Pages,+[NSFontManager initialize],
com.apple.iWork.Pages,-[NSApplication _shouldDelayDocumentReopeningUntilAfterFinishLaunching],
com.apple.iWork.Pages,+[NSDocument _stillObservesWillCloseUndoGroup],
com.apple.iWork.Pages,-[NSWindow _effectiveOrderFrontAnimationTypeIfModal:],
com.apple.iWork.Pages,__NSScrollViewRubberbandingForScrollView,-[NSScrollingBehavior scrollView:responderToForwardScrollEvents:]
com.apple.iWork.Pages,_NSImageRoundDestRectInCompositeMethodsDefaultValueFunction,-[NSImage _composite:delta:fromRect:toPoint:]
com.apple.iWork.Pages,___84-[NSDocument _replacementTypeForSaveAsInsteadOfMoveToURL:modifiedURL:hideExtension:]_block_invoke,
com.apple.iWork.Pages,___84-[NSDocument _replacementTypeForSaveAsInsteadOfMoveToURL:modifiedURL:hideExtension:]_block_invoke,
com.apple.iWork.Pages,-[NSDocumentController allowsAutomaticShareMenu],
com.apple.iWork.Pages,-[NSDocumentController _persistenceMustOpenDocumentsThroughApplicationDelegate],
com.apple.iWork.Pages,_NSWindowRestorationCanRecreateEmptyUntitledDocumentsDefaultValueFunction,-[NSDocumentController _persistenceCanRecreateEmptyUntitledDocumentOfType:]
com.apple.iWork.Pages,_NSImageRequireDefaultEndianPremultipliedLastForTIFFDataFromSnapshotRepsDefaultValueFunction,+[NSImage _requireDefaultEndianPremultipliedLastForTIFFDataFromSnapshotReps]
com.apple.iWork.Pages,_NSViewBackingLayerNeedsLayoutOnGeometryChangeDefaultValueFunction,+[_NSViewBackingLayer defaultValueForKey:]
com.apple.iWork.Pages,_NSAppIsOldKeynoteOrPagesDefaultValueFunction,-[NSView _recursiveDisplayAllDirtyWithLockFocus:visRect:]
com.apple.iWork.Pages,-[NSDocumentRevisionsController _installEventTap],
com.apple.iWork.Pages,-[NSDocument _writeSafelyToURL:ofType:forSaveOperation:forceTemporaryDirectory:error:],
com.apple.iWork.Pages,-[NSWhoseSpecifier _indexesOfPassingObjectsInContainer:],
com.apple.iWork.Pages,_____CFHandleFinishedEnumerating_block_invoke,
com.apple.ist.Merlin,-[NSDateFormatter shortMonthSymbols],
com.apple.ist.Merlin,__CFPrefsValidateValueForKey,-[__NSDictionaryM getObjects:andKeys:count:]
com.apple.ist.Radar7,_NSScrollViewAccessoryCheckUsesLegacyFrameDefaultValueFunction,__checkForAccessoryViewsInScrollerAreas
com.apple.ist.Radar7,_NSWindowSkipEngineSearchDefaultValueFunction,___62-[NSWindow(NSConstraintBasedLayout) updateConstraintsIfNeeded]_block_invoke
com.apple.ist.Radar7,-[NSObject setValue:forKey:],
com.apple.ist.SoftwareDepot.Checker,___NSFastEnumerationShouldThrowExceptionOnMutation,
com.apple.ist.SoftwareDepot.Checker,___NSFastEnumerationMutationHandler,-[__NSFastEnumerationEnumerator nextObject]
com.apple.ist.appledirectory4,-[NSToolbar _setConfigurationFromDictionary:notifyFamilyAndUpdateDefaults:upgradedConfiguration:],
com.apple.ist.appledirectory4,-[NSTableView _callDrawBackgroundInClipRect:],
com.apple.ist.hr.Merlin,_NSWindowUseNSLayoutGuideForContentLayoutGuideDefaultValueFunction,-[NSThemeFrame contentLayoutGuide]
com.apple.logic.express,-[NSScrollView _setWindow:],-[NSView _setLayoutEngine:]
com.apple.logic.express,-[NSScrollView _setWindow:],-[NSView _setLayoutEngine:]
com.apple.logic.express,-[NSDocument writeToURL:ofType:error:],
com.apple.logic.express,_NSWindowDisallowsFullScreenTilingDefaultValueFunction,-[NSWindow _implicitlyDisallowTiling]
